"ID","Player","Team","Position","Owner","Next Opponent","TFPts","TFP/G","Rostered %","+/- %","Date","Opponent","Score","Fantasy Points","Minutes Played","Goals","Assists (Official)","Assists (Second)","Key Passes (Assists on Shots)","Assists (Fantasy)","Shots on Target","Shots off the Post","Tackles Won","Dispossessed","Yellow Cards","Red Cards","Accurate Crosses","Accurate Crosses (No Corners)","Interceptions","Interceptions + Blocked Shots","Effective Clearances","Successful Dribbles (Contests Succeeded)","Blocked Crosses","Blocked Shots","Aerials Won","Penalty Kicks Missed","Penalty Kicks Drawn","Own Goals","Goals Against Outfielders ","Clean Sheets On Field"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Nov 2","WHU","L 1-3","12","","0","","","0","","0","","0","0","0","0","","","0","","7","0","","","0","","","0","","0"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Oct 25","FUL","W 2-1","8","","0","","","0","","0","","0","0","0","0","","","0","","0","0","","","0","","","0","","0"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Oct 18","BHA","L 1-2","8.5","","0","","","0","","0","","0","0","0","0","","","0","","3","0","","","1","","","0","","0"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Oct 5","NOT","W 2-0","17","","0","","","0","","0","","0","0","0","0","","","0","","1","0","","","0","","","0","","1"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Sep 28","ARS","L 1-2","16","","0","","","0","","0","","1","0","0","0","","","0","","3","0","","","1","","","0","","0"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Sep 21","BOU","T 0-0","14.5","","0","","","0","","0","","0","0","0","0","","","0","","1","0","","","1","","","0","","1"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Sep 13","WOL","W 1-0","15.5","","0","","","0","","0","","0","0","0","0","","","0","","0","0","","","1","","","0","","1"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Aug 30","LEE","T 0-0","12","","0","","","0","","0","","0","0","1","0","","","0","","1","0","","","2","","","0","","1"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Aug 25","LIV","L 2-3","7","","0","","","0","","0","","0","0","0","0","","","0","","1","0","","","0","","","0","","0"
"044ei","Nick Pope","NEW","G","Souf","@BRF Sun 7:00AM","128.5","12.85","99%","-0.1%","Aug 16","AVL","T 0-0","18","","0","","","0","","0","","0","0","0","0","","","0","","1","0","","","1","","","0","","1"
