"ID","Player","Team","Position","Owner","TFPts","TFP/G","Rostered %","+/- %","Date","Opponent","Score","Fantasy Points","Minutes Played","Goals","Assists (Official)","Assists (Second)","Key Passes (Assists on Shots)","Assists (Fantasy)","Shots on Target","Shots off the Post","Tackles Won","Dispossessed","Yellow Cards","Red Cards","Accurate Crosses","Accurate Crosses (No Corners)","Interceptions","Interceptions + Blocked Shots","Effective Clearances","Successful Dribbles (Contests Succeeded)","Blocked Crosses","Blocked Shots","Aerials Won","Penalty Kicks Missed","Penalty Kicks Drawn","Own Goals","Goals Against Outfielders ","Clean Sheets On Field"
"070hn","Dilane Bakwa","NOT","F","FA","21","5.25","23%","+3.5%","Sep 20","BUR","T 1-1","9","58","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0"
"070hn","Dilane Bakwa","NOT","F","FA","21","5.25","23%","+3.5%","Sep 13","ARS","L 0-3","-0.5","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Oct 5","EVE","L 1-2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Sep 27","LIV","W 2-1","1.25","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Sep 20","WHU","W 2-1","7.5","24","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","2","0","0","0","3","0","0","0","0","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Sep 13","SUN","T 0-0","3.75","68","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Aug 31","AVL","W 3-0","6.75","33","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Aug 24","NOT","T 1-1","0.5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"04tzt","Jefferson Lerma","CRY","M","FA","21","3","1%","-0.1%","Aug 17","CHE","T 0-0","1.25","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"05uel","Kristoffer Ajer","BRF","D","FA","21","5.25","0%","0%","Oct 5","MCI","L 0-1","7","88","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","2","0","0","1","0","0","0","0","1","0"
"05uel","Kristoffer Ajer","BRF","D","FA","21","5.25","0%","0%","Sep 20","FUL","L 1-3","2.75","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"05uel","Kristoffer Ajer","BRF","D","FA","21","5.25","0%","0%","Sep 13","CHE","T 2-2","11","6","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"05uel","Kristoffer Ajer","BRF","D","FA","21","5.25","0%","0%","Aug 23","AVL","W 1-0","0.25","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"06y29","Habib Diarra","SUN","M","FA","20.75","5.19","3%","-0.7%","Sep 13","CRY","T 0-0","3.5","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1"
"06y29","Habib Diarra","SUN","M","FA","20.75","5.19","3%","-0.7%","Aug 30","BRF","W 2-1","10.5","86","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0"
"06y29","Habib Diarra","SUN","M","FA","20.75","5.19","3%","-0.7%","Aug 23","BUR","L 0-2","1.25","79","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0"
"06y29","Habib Diarra","SUN","M","FA","20.75","5.19","3%","-0.7%","Aug 16","WHU","W 3-0","5.5","90","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","1"
"06rm8","Mathys Tel","TOT","F","FA","20.5","4.1","27%","-0.9%","Oct 4","LEE","W 2-1","14.5","72","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0"
"06rm8","Mathys Tel","TOT","F","FA","20.5","4.1","27%","-0.9%","Sep 27","WOL","T 1-1","4","5","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"06rm8","Mathys Tel","TOT","F","FA","20.5","4.1","27%","-0.9%","Sep 13","WHU","W 3-0","2","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"06rm8","Mathys Tel","TOT","F","FA","20.5","4.1","27%","-0.9%","Aug 30","BOU","L 0-1","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06rm8","Mathys Tel","TOT","F","FA","20.5","4.1","27%","-0.9%","Aug 16","BUR","W 3-0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Oct 5","NOT","W 2-0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Sep 28","ARS","L 1-2","-1.5","22","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Sep 21","BOU","T 0-0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Sep 13","WOL","W 1-0","5","24","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Aug 30","LEE","T 0-0","3","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Aug 25","LIV","L 2-3","12.5","13","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"05t6x","William Osula","NEW","F","FA","20","2.86","7%","-0.9%","Aug 16","AVL","T 0-0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06fwz","Murillo","NOT","D","FA","19.75","4.94","54%","-4.2%","Sep 13","ARS","L 0-3","10.25","36","0","0","0","0","0","0","0","1","0","0","0","0","0","4","4","5","0","0","0","0","0","0","0","1","0"
"06fwz","Murillo","NOT","D","FA","19.75","4.94","54%","-4.2%","Aug 31","WHU","L 0-3","2.25","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","1","0","0","0","0","0","0","3","0"
"06fwz","Murillo","NOT","D","FA","19.75","4.94","54%","-4.2%","Aug 24","CRY","T 1-1","1.25","90","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","3","0","0","0","1","0","0","0","1","0"
"06fwz","Murillo","NOT","D","FA","19.75","4.94","54%","-4.2%","Aug 17","BRF","W 3-1","6","90","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","4","1","0","0","3","0","0","0","1","0"
"06v07","Rayan Cherki","MCI","M","Evan","19.5","9.75","86%","+3.5%","Aug 23","TOT","L 0-2","6","53","0","0","0","1","0","0","0","1","3","0","0","1","1","1","1","0","1","0","0","0","0","0","0","2","0"
"06v07","Rayan Cherki","MCI","M","Evan","19.5","9.75","86%","+3.5%","Aug 16","WOL","W 4-0","13.5","16","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"04adp","Aaron Wan-Bissaka","WHU","D,M","FA","19.25","6.42","57%","-0.6%","Oct 4","ARS","L 0-2","2.75","78","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","5","0","0","1","1","0","0","0","2","0"
"04adp","Aaron Wan-Bissaka","WHU","D,M","FA","19.25","6.42","57%","-0.6%","Aug 22","CHE","L 1-5","5.25","90","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","5","0","0","0","2","0","0","0","5","0"
"04adp","Aaron Wan-Bissaka","WHU","D,M","FA","19.25","6.42","57%","-0.6%","Aug 16","SUN","L 0-3","11.25","90","0","0","0","1","0","0","0","1","0","0","0","2","2","1","1","1","3","0","0","0","0","0","0","3","0"
"052cb","Ian Maatsen","AVL","D","FA","19","4.75","30%","-1.2%","Oct 5","BUR","W 2-1","1.5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"052cb","Ian Maatsen","AVL","D","FA","19","4.75","30%","-1.2%","Sep 21","SUN","T 1-1","-1","31","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0"
"052cb","Ian Maatsen","AVL","D","FA","19","4.75","30%","-1.2%","Aug 31","CRY","L 0-3","11.25","83","0","0","0","2","0","0","0","0","1","0","0","3","1","1","1","5","0","0","0","2","0","0","0","3","0"
"052cb","Ian Maatsen","AVL","D","FA","19","4.75","30%","-1.2%","Aug 23","BRF","L 0-1","7.25","25","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","3","0","0","0","1","0","0","0","0","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Oct 5","CRY","W 2-1","4","45","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","3","0","0","0","1","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Sep 29","WHU","T 1-1","2","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Sep 20","LIV","L 1-2","0.5","45","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Sep 13","AVL","T 0-0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Aug 30","WOL","W 3-2","5.5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","2","0","0","0","1","0"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Aug 24","BHA","W 2-0","6","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1"
"06ybp","Thierno Barry","EVE","F","FA","19","2.71","26%","-2%","Aug 18","LEE","L 0-1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Oct 5","BHA","T 1-1","0.5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Sep 27","TOT","T 1-1","4","25","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Sep 20","LEE","L 1-3","1.5","45","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Sep 13","NEW","L 0-1","0.25","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Aug 30","EVE","L 2-3","5","25","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Aug 23","BOU","L 0-1","5.25","45","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0"
"06fxv","Jean-Ricner Bellegarde","WOL","M,F","FA","19","2.71","15%","-0.9%","Aug 16","MCI","L 0-4","2.5","72","0","0","0","1","0","0","0","1","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0"
"05uhj","Conor Bradley","LIV","D","FA","18.5","3.7","48%","-5.2%","Oct 4","CHE","L 1-2","-2","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0"
"05uhj","Conor Bradley","LIV","D","FA","18.5","3.7","48%","-5.2%","Sep 27","CRY","L 1-2","8.5","45","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","2","1","0","0","2","0","0","0","1","0"
"05uhj","Conor Bradley","LIV","D","FA","18.5","3.7","48%","-5.2%","Sep 20","EVE","W 2-1","7.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","1","0","0","0","0","0","0","0","1","0"
"05uhj","Conor Bradley","LIV","D","FA","18.5","3.7","48%","-5.2%","Sep 14","BUR","W 1-0","5.25","45","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","1","1","0","0","3","0","0","0","0","0"
"05uhj","Conor Bradley","LIV","D","FA","18.5","3.7","48%","-5.2%","Aug 25","NEW","W 3-2","-0.5","9","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0"
"06y9n","Jamie Gittens","CHE","F","FA","18.5","3.7","39%","-3.5%","Oct 4","LIV","W 2-1","4.5","14","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0"
"06y9n","Jamie Gittens","CHE","F","FA","18.5","3.7","39%","-3.5%","Sep 13","BRF","T 2-2","3.5","55","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"06y9n","Jamie Gittens","CHE","F","FA","18.5","3.7","39%","-3.5%","Aug 30","FUL","W 2-0","1.5","21","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06y9n","Jamie Gittens","CHE","F","FA","18.5","3.7","39%","-3.5%","Aug 22","WHU","W 5-1","2","12","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"06y9n","Jamie Gittens","CHE","F","FA","18.5","3.7","39%","-3.5%","Aug 17","CRY","T 0-0","7","53","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0"
"05ubv","Omari Hutchinson","NOT","M,F","FA","18.5","4.62","8%","+4.3%","Oct 5","NEW","L 0-2","-1.5","24","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"05ubv","Omari Hutchinson","NOT","M,F","FA","18.5","4.62","8%","+4.3%","Sep 27","SUN","L 0-1","20.5","17","0","0","0","4","0","2","0","1","0","0","0","3","3","0","0","0","1","0","0","0","0","0","0","0","0"
"05ubv","Omari Hutchinson","NOT","M,F","FA","18.5","4.62","8%","+4.3%","Aug 31","WHU","L 0-3","-0.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"05ubv","Omari Hutchinson","NOT","M,F","FA","18.5","4.62","8%","+4.3%","Aug 24","CRY","T 1-1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05ue7","Frank Onyeka","BRF","M","FA","18.5","3.7","0%","0%","Oct 5","MCI","L 0-1","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05ue7","Frank Onyeka","BRF","M","FA","18.5","3.7","0%","0%","Sep 27","MUN","W 3-1","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"05ue7","Frank Onyeka","BRF","M","FA","18.5","3.7","0%","0%","Aug 30","SUN","L 1-2","9","18","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"05ue7","Frank Onyeka","BRF","M","FA","18.5","3.7","0%","0%","Aug 23","AVL","W 1-0","0.5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"05ue7","Frank Onyeka","BRF","M","FA","18.5","3.7","0%","0%","Aug 17","NOT","L 1-3","7","20","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Oct 5","BHA","T 1-1","1","90","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","2","0","0","0","0","0","0","0","1","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Sep 27","TOT","T 1-1","4.25","90","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","5","1","1","0","1","0","0","0","1","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Sep 20","LEE","L 1-3","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Sep 13","NEW","L 0-1","1.25","65","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Aug 30","EVE","L 2-3","0.5","63","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","3","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Aug 23","BOU","L 0-1","5.5","45","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0"
"06pic","Andre","WOL","M","FA","18.25","2.61","2%","-0.1%","Aug 16","MCI","L 0-4","3.75","71","0","0","0","0","0","0","0","1","1","0","0","0","0","1","2","1","0","0","1","0","0","0","0","3","0"
"05y9n","Lewis Hall","NEW","D","FA","17.75","5.92","74%","+3.1%","Sep 21","BOU","T 0-0","12","90","0","0","0","0","0","0","0","2","4","0","0","0","0","0","1","0","2","0","1","1","0","0","0","0","1"
"05y9n","Lewis Hall","NEW","D","FA","17.75","5.92","74%","+3.1%","Aug 30","LEE","T 0-0","1.75","28","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"05y9n","Lewis Hall","NEW","D","FA","17.75","5.92","74%","+3.1%","Aug 25","LIV","L 2-3","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","1","0"
"061ve","Ryan Christie","BOU","M","FA","17.75","3.55","18%","-3%","Oct 3","FUL","W 3-1","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"061ve","Ryan Christie","BOU","M","FA","17.75","3.55","18%","-3%","Sep 27","LEE","T 2-2","5.5","59","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0"
"061ve","Ryan Christie","BOU","M","FA","17.75","3.55","18%","-3%","Sep 21","NEW","T 0-0","2.75","26","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0"
"061ve","Ryan Christie","BOU","M","FA","17.75","3.55","18%","-3%","Aug 30","TOT","W 1-0","3.5","26","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"061ve","Ryan Christie","BOU","M","FA","17.75","3.55","18%","-3%","Aug 23","WOL","W 1-0","4","23","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"04e1e","Ben White","ARS","D","FA","17.5","17.5","51%","-2.4%","Aug 17","MUN","W 1-0","17.5","70","0","0","0","1","0","0","0","1","0","0","0","0","0","1","2","4","1","0","1","2","0","0","0","0","1"
"06pig","Morato","NOT","D","FA","17.5","4.38","1%","-0.6%","Oct 5","NEW","L 0-2","7.5","76","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","10","0","1","1","1","0","0","0","1","0"
"06pig","Morato","NOT","D","FA","17.5","4.38","1%","-0.6%","Sep 27","SUN","L 0-1","5.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","1","0","0","2","0","0","0","1","0"
"06pig","Morato","NOT","D","FA","17.5","4.38","1%","-0.6%","Sep 20","BUR","T 1-1","2","90","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","4","1","0","0","1","0","0","0","1","0"
"06pig","Morato","NOT","D","FA","17.5","4.38","1%","-0.6%","Sep 13","ARS","L 0-3","2.75","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","0","0","1","0","0","0","0","3","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Sep 28","AVL","L 1-3","14","10","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Sep 20","BRF","W 3-1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Sep 13","LEE","W 1-0","1.5","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Aug 30","CHE","L 0-2","2","30","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Aug 24","MUN","T 1-1","0.5","18","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"04qrc","Raul Jimenez","FUL","F","FA","17","2.83","42%","-3%","Aug 16","BHA","T 1-1","-1","65","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"06ab3","Lewis Miley","NEW","M","FA","16.75","3.35","1%","-0.1%","Oct 5","NOT","W 2-0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"06ab3","Lewis Miley","NEW","M","FA","16.75","3.35","1%","-0.1%","Sep 21","BOU","T 0-0","8.75","90","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1"
"06ab3","Lewis Miley","NEW","M","FA","16.75","3.35","1%","-0.1%","Aug 30","LEE","T 0-0","4.5","45","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0"
"06ab3","Lewis Miley","NEW","M","FA","16.75","3.35","1%","-0.1%","Aug 25","LIV","L 2-3","-0.5","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"06ab3","Lewis Miley","NEW","M","FA","16.75","3.35","1%","-0.1%","Aug 16","AVL","T 0-0","2","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Oct 5","BUR","W 2-1","2.5","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Sep 28","FUL","W 3-1","5.5","82","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","4","1","0","0","0","0","0","1","0"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Sep 21","SUN","T 1-1","5","72","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","2","0","1","1","1","0","0","0","0","1"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Sep 13","EVE","T 0-0","0.5","45","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Aug 31","CRY","L 0-3","1","45","0","0","0","0","0","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"06zwj","Evann Guessand","AVL","F","FA","16.5","2.75","14%","+0.8%","Aug 23","BRF","L 0-1","2","14","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Oct 4","TOT","L 1-2","-0.5","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Sep 27","BOU","T 2-2","-0.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Sep 20","WOL","W 3-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Sep 13","FUL","L 0-1","1.5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Aug 30","NEW","T 0-0","4","69","0","0","0","0","0","0","0","0","2","0","0","0","0","1","2","3","0","0","1","1","0","0","0","0","1"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Aug 23","ARS","L 0-5","0.5","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"04lnu","Lukas Nmecha","LEE","F","FA","16.5","2.36","7%","-0.7%","Aug 18","EVE","W 1-0","11.5","11","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"06dwm","Jacob Bruun Larsen","BUR","F","FA","16.5","3.3","3%","-0.2%","Oct 5","AVL","L 1-2","-0.5","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"06dwm","Jacob Bruun Larsen","BUR","F","FA","16.5","3.3","3%","-0.2%","Sep 27","MCI","L 1-5","-1.5","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"06dwm","Jacob Bruun Larsen","BUR","F","FA","16.5","3.3","3%","-0.2%","Aug 30","MUN","L 2-3","17.5","81","0","1","0","2","0","0","0","1","2","0","0","1","1","2","2","2","0","0","0","1","0","0","0","2","0"
